---,Actor,Location,Rotation,Scale,Meshes
Row_452,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1103.398783,Y=65.803148,Z=-0.500001)","(Pitch=0.000000,Yaw=94.999999,Roll=0.000000)","(X=1.307966,Y=1.307966,Z=1.307966)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Props/Hay/Meshes/SM_Prop_Hay_Scattered_A_001.SM_Prop_Hay_Scattered_A_001'',Materials=(Material'""/Game/Assets/Props/Hay/Materials/M_Environment_Decore_Hay_A_001""')))"
Row_453,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1120.000000,Y=-814.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_454,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1120.000000,Y=-1015.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_455,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1120.000000,Y=-1213.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_456,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1120.000000,Y=1190.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_457,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1120.000000,Y=1393.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_458,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1453.000000,Y=-1879.000000,Z=89.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_TowerExtention_A_001.SM_Arena_Courtyard_TowerExtention_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Materials/Walls/Materials/MI_Environment_Tile_StoneWallRough_A_001_EM""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Stones/Materials/MI_Environment_Stone_Castle_Stones_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Stones/Materials/MI_Environment_Stone_Castle_Doorarch_A_002""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Stones/Materials/MI_Environment_Stone_Castle_Doorarch_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Stones/Materials/MI_Environment_Stone_Castle_Windows_A_001""')))"
Row_459,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1011.000000,Y=1484.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_460,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-805.000000,Y=1484.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_461,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-605.000000,Y=1484.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_462,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=588.000000,Y=-1514.000000,Z=804.000000)","(Pitch=0.000000,Yaw=269.999997,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Extention_BB_001.SM_Arena_Courtyard_Extention_BB_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlankPillars_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_004""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_005""',Material'""/Engine/EngineMaterials/WorldGridMaterial""')))"
Row_463,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-402.000000,Y=1484.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_464,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-203.000000,Y=1484.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_465,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-2.000000,Y=1484.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_466,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=192.000000,Y=1484.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_467,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=395.000000,Y=1484.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_468,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=599.000000,Y=1484.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_469,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=798.000000,Y=1484.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_470,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=998.000000,Y=1484.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-179.999998,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_471,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1120.000000,Y=-414.000000,Z=801.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_472,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1103.398783,Y=-105.672318,Z=-0.500001)","(Pitch=0.000000,Yaw=174.999998,Roll=0.000000)","(X=1.307966,Y=1.307966,Z=1.307966)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Props/Hay/Meshes/SM_Prop_Hay_Scattered_A_001.SM_Prop_Hay_Scattered_A_001'',Materials=(Material'""/Game/Assets/Props/Hay/Materials/M_Environment_Decore_Hay_A_001""')))"
Row_473,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1020.000000,Y=-1510.000000,Z=800.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Floor_100cm_A_001.SM_Arena_Courtyard_Floor_100cm_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""')))"
Row_474,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1014.000000,Y=-1514.000000,Z=801.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_475,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-614.000000,Y=-1514.000000,Z=801.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_476,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-410.000000,Y=-1514.000000,Z=801.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_477,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-211.000000,Y=-1514.000000,Z=801.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_478,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-13.000000,Y=-1514.000000,Z=801.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_479,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=189.000000,Y=-1514.000000,Z=801.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_480,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1116.549940,Y=-1329.659289,Z=587.320064)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=-1.000000,Y=-0.969957,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Stairs_A_001.SM_Arena_Courtyard_Stairs_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_004""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlankBeams_B_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_B_005""')))"
Row_481,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=392.000000,Y=-1514.000000,Z=801.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_482,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1140.000000,Y=766.172372,Z=989.999998)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.769683,Y=0.769683,Z=0.769683)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Chimney_A_001.SM_Arena_Courtyard_Chimney_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Materials/Roofs/Materials/MI_Environment_Roof_ShinglesParts_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_005""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_004""',MaterialInstanceConstant'""/Game/Assets/Environments/Materials/Walls/Environment_Wall_Stone_001/Materials/MI_Environment_Stone_Wall_A_001_EM""',Material'""/Engine/EngineMaterials/WorldGridMaterial""')))"
Row_483,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-1212.355206,Y=-77.280659,Z=980.000000)","(Pitch=0.000000,Yaw=-89.999999,Roll=0.000000)","(X=0.704373,Y=0.704373,Z=0.704373)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Chimney_A_001.SM_Arena_Courtyard_Chimney_A_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Materials/Roofs/Materials/MI_Environment_Roof_ShinglesParts_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_005""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_004""',MaterialInstanceConstant'""/Game/Assets/Environments/Materials/Walls/Environment_Wall_Stone_001/Materials/MI_Environment_Stone_Wall_A_001_EM""',Material'""/Engine/EngineMaterials/WorldGridMaterial""')))"
Row_484,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=188.000000,Y=1486.000000,Z=804.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_Extention_BB_001.SM_Arena_Courtyard_Extention_BB_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlankPillars_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_004""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""',MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_Planks_A_005""',Material'""/Engine/EngineMaterials/WorldGridMaterial""')))"
Row_485,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-514.999913,Y=-1493.640424,Z=0.000000)","(Pitch=0.000000,Yaw=179.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.340147)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_ArchStairs_AC_001.SM_Arena_Courtyard_ArchStairs_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Stairs/Materials/MI_Environment_Stairs_Castle_A_001""')))"
Row_486,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=589.000000,Y=-1514.000000,Z=801.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_487,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=787.000000,Y=-1514.000000,Z=801.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_488,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=994.000000,Y=-1514.000000,Z=801.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_489,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1087.000000,Y=-1212.000000,Z=801.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_490,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1087.000000,Y=-1013.000000,Z=801.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_491,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1087.000000,Y=-808.000000,Z=801.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_492,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1087.000000,Y=-410.000000,Z=801.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_493,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1087.000000,Y=-8.000000,Z=801.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_494,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1087.000000,Y=542.000000,Z=801.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
Row_495,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=158.917011,Y=747.128578,Z=93.704692)","(Pitch=0.000000,Yaw=179.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Props/Fence/Meshes/SM_Prop_Fence_Buhurt_AB_002.SM_Prop_Fence_Buhurt_AB_002'',Materials=(MaterialInstanceConstant'""/Game/Assets/Props/Fence/Materials/MI_Prop_Fence_Buhurt_A_002""')))"
Row_496,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=-114.999913,Y=-1493.640424,Z=0.000000)","(Pitch=0.000000,Yaw=179.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.340147)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Arena/Courtyard/Meshes/SM_Arena_Courtyard_ArchStairs_AA_001.SM_Arena_Courtyard_ArchStairs_AA_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Stairs/Materials/MI_Environment_Stairs_Castle_A_002""')))"
Row_497,/Script/CoreUObject.Class'/Script/Engine.StaticMeshActor',"(X=1087.000000,Y=353.000000,Z=801.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=0.613208,Y=0.613208,Z=0.613208)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Assets/Environments/Modules/Planks/Meshes/SM_Environment_PlanksSupports_AC_001.SM_Environment_PlanksSupports_AC_001'',Materials=(MaterialInstanceConstant'""/Game/Assets/Environments/Modules/Planks/Materials/MI_Environment_PlanksSupports_A_001""')))"
